Row ID,Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Repeat Customers,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Profit Margin,Country,Region,State or Province,City,Postal Code,Order Date,Order Month,Order Year,Ship Date,Profit,Quantity ordered new,Sales,Order ID,Return Status,month year
24498,Medium,$0.05,$17.48,$1.99,258,One-Time Customer,Allan Shields,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Maxell Pro 80 Minute CD-R, 10/Pack",0.45,-2.42058319,United States,South,Florida,Seminole,33772,42006,January,2015,42008,-$127.01,3,$52.47,85858,#REF!,January-2015
1595,Medium,$0.04,$99.23,$8.99,349,Repeat Customer,Kim Weiss,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",0.35,0.344998866,United States,South,Florida,Miami,33132,42006,January,2015,42008,"$1,916.68",54,"$5,555.60",11527,#REF!,January-2015
19595,Medium,$0.04,$99.23,$8.99,351,Repeat Customer,Juanita Coley Knox,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",0.35,0.69,United States,East,New York,Watertown,13601,42006,January,2015,42008,$993.83,14,"$1,440.34",88686,#REF!,January-2015
25059,Critical,$0.06,$161.55,$19.99,674,One-Time Customer,Albert Frost,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/Drawer® Files,0.66,-0.015628544,United States,Central,Missouri,Raytown,64133,42006,January,2015,42007,-$7.58,3,$485.01,88174,#REF!,January-2015
1279,Critical ,$0.06,$40.98,$2.99,949,Repeat Customer,Ernest Oh,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",0.36,-0.1530262,United States,West,California,Los Angeles,90049,42006,January,2015,42008,-$19.10,3,$124.81,9285,#REF!,January-2015
19279,Critical,$0.06,$40.98,$2.99,950,Repeat Customer,Jane Shah,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",0.36,-0.355814423,United States,Central,Minnesota,Prior Lake,55372,42006,January,2015,42008,-$14.80,1,$41.60,89083,#REF!,January-2015
22119,High,$0.09,$270.97,$28.06,1136,One-Time Customer,Carmen McPherson,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,Epson LQ-570e Dot Matrix Printer,0.56,0.69,United States,Central,Illinois,Carol Stream,60188,42006,January,2015,42008,"$2,660.14",15,"$3,855.28",87940,#REF!,January-2015
24224,Critical,$0.09,$9.11,$2.15,1155,Repeat Customer,Alex Nicholson,Express Air,Consumer,Office Supplies,Paper,Wrap Bag,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",0.4,0.589933159,United States,West,California,Montebello,90640,42006,January,2015,42008,$20.30,4,$34.41,90853,#REF!,January-2015
24225,Critical,$0.08,$15.04,$1.97,1155,Repeat Customer,Alex Nicholson,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,White GlueTop Scratch Pads,0.39,0.69,United States,West,California,Montebello,90640,42006,January,2015,42006,$108.52,11,$157.27,90853,#REF!,January-2015
19054,Critical,$0.07,$60.97,$4.50,2256,Repeat Customer,Lloyd Levin,Express Air,Corporate,Office Supplies,Appliances,Small Box,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,0.56,-0.117737477,United States,South,North Carolina,New Bern,28560,42006,January,2015,42008,-$42.59,6,$361.72,87963,#REF!,January-2015
19074,High,$0.03,$4.26,$1.20,114,Repeat Customer,Ron Newton,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",0.44,0.632474576,United States,West,Oregon,Lake Oswego,97035,42007,January,2015,42008,$18.66,7,$29.50,89583,#REF!,January-2015
1074,High,$0.03,$4.26,$1.20,117,Repeat Customer,Linda Weiss,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",0.44,0.080340342,United States,West,Washington,Seattle,98103,42007,January,2015,42008,$9.82,29,$122.23,7909,#REF!,January-2015
19315,Low,$0.08,$43.22,$16.71,169,Repeat Customer,Janice Cole,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,"Fellowes Mobile Numeric Keypad, Graphite",0.66,2.145724851,United States,South,Louisiana,Baton Rouge,70802,42007,January,2015,42009,$280.27,3,$130.62,87463,#REF!,January-2015
19316,Low,$0.05,$574.74,$24.49,169,Repeat Customer,Janice Cole,Regular Air,Corporate,Technology,Office Machines,Large Box,Polycom ViaVideo™ Desktop Video Communications Unit,0.37,-0.016187719,United States,South,Louisiana,Baton Rouge,70802,42007,January,2015,42014,-$112.43,12,"$6,945.16",87463,#REF!,January-2015
19317,Low,$0.04,$10.14,$2.27,169,Repeat Customer,Janice Cole,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",0.36,0.805559147,United States,South,Louisiana,Baton Rouge,70802,42007,January,2015,42011,$24.92,3,$30.94,87463,#REF!,January-2015
19663,Not Specified,$0.00,$213.45,$14.70,193,Repeat Customer,Danny Hong,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Panasonic KX-P2130 Dot Matrix Printer,0.59,-2.502294217,United States,West,Utah,Layton,84041,42007,January,2015,42009,-$560.81,1,$224.12,90430,#REF!,January-2015
22223,Critical,$0.03,$5.28,$5.66,388,Repeat Customer,Roger Schwartz,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),0.4,-2.259386503,United States,Central,Nebraska,Kearney,68847,42007,January,2015,42009,-$51.56,4,$22.82,90337,#REF!,January-2015
22224,Critical,$0.01,$110.99,$2.50,388,Repeat Customer,Roger Schwartz,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,T18,0.57,-1.397040814,United States,Central,Nebraska,Kearney,68847,42007,January,2015,42010,-$263.57,2,$188.66,90337,#REF!,January-2015
21163,Low,$0.02,$10.06,$2.06,1777,Repeat Customer,Miriam Greenberg,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,Riverleaf Stik-Withit® Designer Note Cubes®,0.39,0.69,United States,Central,Indiana,Valparaiso,46383,42007,January,2015,42012,$90.62,13,$131.34,89940,#REF!,January-2015
19336,High,$0.05,$20.98,$21.20,1988,One-Time Customer,Anna Burgess,Regular Air,Home Office,Furniture,Office Furnishings,Medium Box,36X48 HARDFLOOR CHAIRMAT,0.78,-2.756918861,United States,West,Utah,Draper,84020,42007,January,2015,42008,-$181.10,3,$65.69,89999,#REF!,January-2015
24094,Low,$0.09,$1.48,$0.70,2081,One-Time Customer,Matthew Conway,Regular Air,Corporate,Office Supplies,Rubber Bands,Wrap Bag,Binder Clips by OIC,0.37,0.187709497,United States,East,New York,Ithaca,14853,42007,January,2015,42009,$1.68,6,$8.95,86092,#REF!,January-2015
21902,High,$0.09,$150.98,$66.27,2131,One-Time Customer,Mary Hewitt,Delivery Truck,Home Office,Furniture,Bookcases,Jumbo Box,Bush Mission Pointe Library,0.65,-1.348977972,United States,Central,Missouri,Gladstone,64118,42007,January,2015,42008,-$407.85,2,$302.34,90079,#REF!,January-2015
23344,High,$0.10,$12.53,$0.49,2302,Repeat Customer,Beth Dolan,Regular Air,Corporate,Office Supplies,Labels,Small Box,Round Specialty Laser Printer Labels,0.38,2.656639861,United States,South,Florida,Panama City,32404,42007,January,2015,42008,$244.46,8,$92.02,87696,#REF!,January-2015
23345,High,$0.10,$146.34,$43.75,2302,Repeat Customer,Beth Dolan,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Bevis Round Conference Table Top & Single Column Base,0.64,-1.670174572,United States,South,Florida,Panama City,32404,42007,January,2015,42008,-$473.58,2,$283.55,87696,#REF!,January-2015
5345,High,$0.10,$146.34,$43.75,2303,Repeat Customer,Joe Baldwin,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Bevis Round Conference Table Top & Single Column Base,0.64,-0.318407317,United States,East,New York,New York City,10011,42007,January,2015,42008,-$270.85,6,$850.64,37987,#REF!,January-2015
22321,High,$0.03,$6.48,$8.73,2458,Repeat Customer,Troy Casey,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 227,0.37,-2.196865204,United States,Central,Minnesota,Edina,55410,42007,January,2015,42009,-$35.04,2,$15.95,91285,#REF!,January-2015
4321,High,$0.03,$6.48,$8.73,2460,Repeat Customer,Lucille Gibbons,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 227,0.37,-0.549388523,United States,East,New York,New York City,10035,42007,January,2015,42009,-$35.04,8,$63.78,30785,#REF!,January-2015
4322,High,$0.07,$9.93,$1.09,2460,Repeat Customer,Lucille Gibbons,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Peel-Off® China Markers,0.43,0.331104271,United States,East,New York,New York City,10035,42007,January,2015,42010,$149.53,46,$451.61,30785,#REF!,January-2015
23705,High,$0.09,$212.60,$52.20,2579,Repeat Customer,Marshall Sutherland,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Bush Advantage Collection® Round Conference Table,0.64,-1.573054441,United States,South,Alabama,Phenix City,36869,42007,January,2015,42008,-$274.50,1,$174.50,88296,#REF!,January-2015
24953,High,$0.06,$350.98,$30.00,915,One-Time Customer,Carol Sherrill,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,0.61,-1.412373312,United States,Central,Texas,Bryan,77803,42008,January,2015,42009,-$489.42,1,$346.52,86356,#REF!,January-2015
25833,Low,$0.05,$161.55,$19.99,916,One-Time Customer,Marion Wilcox,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/Drawer® Files,0.66,0.07071759,United States,Central,Texas,Burleson,76028,42008,January,2015,42015,$35.31,3,$499.31,86357,#REF!,January-2015
25467,Medium,$0.05,$363.25,$19.99,1142,Repeat Customer,Russell Chan,Regular Air,Home Office,Office Supplies,Appliances,Small Box,Hoover WindTunnel™ Plus Canister Vacuum,0.57,0.69,United States,Central,Texas,Waco,76706,42008,January,2015,42010,"$1,766.78",7,"$2,560.55",86573,#REF!,January-2015
22595,Critical,$0.03,$399.98,$12.06,2203,Repeat Customer,Eddie Walker,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Box,Okidata ML320 Series Turbo Dot Matrix Printers,0.56,-0.822198513,United States,Central,Minnesota,Brooklyn Park,55445,42008,January,2015,42010,-$663.51,2,$807.00,86052,#REF!,January-2015
18197,High,$0.06,$105.29,$10.12,2393,Repeat Customer,Debbie Dillon,Regular Air,Corporate,Furniture,Office Furnishings,Large Box,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,0.79,-0.037425374,United States,South,Georgia,Roswell,30076,42008,January,2015,42010,-$45.01,12,"$1,202.66",86951,#REF!,January-2015
19193,Critical,$0.03,$3.36,$6.27,3146,Repeat Customer,Maureen Stout,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Cardinal Poly Pocket Divider Pockets for Ring Binders,0.4,-6.326080537,United States,Central,Texas,Pharr,78577,42008,January,2015,42009,-$94.26,4,$14.90,85850,#REF!,January-2015
19194,Critical,$0.07,$3.71,$1.93,3146,Repeat Customer,Maureen Stout,Express Air,Corporate,Office Supplies,Paper,Wrap Bag,"""While you Were Out"" Message Book, One Form per Page",0.35,0.159707366,United States,Central,Texas,Pharr,78577,42008,January,2015,42010,$6.33,11,$39.64,85850,#REF!,January-2015
18536,Low,$0.01,$8.88,$6.28,451,Repeat Customer,Joyce Murray,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,GBC Instant Index™ System for Binding Systems,0.35,-0.778247734,United States,West,California,Los Altos,94024,42009,January,2015,42014,-$15.46,2,$19.86,86013,#REF!,January-2015
18537,Low,$0.06,$2.88,$0.99,451,Repeat Customer,Joyce Murray,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 514,0.36,0.69,United States,West,California,Los Altos,94024,42009,January,2015,42018,$16.05,8,$23.26,86013,#REF!,January-2015
26011,Critical,$0.08,$1.81,$0.75,890,Repeat Customer,Billie Fowler,Regular Air,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,"Metal Folding Chairs, Beige, 4/Carton",0.58,0.066219329,United States,Central,Texas,Bedford,76021,42009,January,2015,42010,$1.32,11,$19.97,89536,#REF!,January-2015
26015,Critical,$0.04,$125.99,$5.26,890,Repeat Customer,Billie Fowler,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,232,0.55,0.69,United States,Central,Texas,Bedford,76021,42009,January,2015,42009,$455.42,6,$660.03,89536,#REF!,January-2015
18047,Not Specified,$0.05,$7.64,$5.83,1085,Repeat Customer,Ted Dunlap,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",0.36,-0.853649852,United States,East,New York,Deer Park,11729,42009,January,2015,42010,-$40.28,6,$47.18,86122,#REF!,January-2015
3791,Low,$0.05,$80.98,$35.00,1314,Repeat Customer,Keith Marsh,Regular Air,Home Office,Office Supplies,Storage & Organization,Large Box,Carina Double Wide Media Storage Towers in Natural & Black,0.81,-0.275391353,United States,West,California,Los Angeles,90058,42009,January,2015,42013,-$746.44,34,"$2,710.47",27013,#REF!,January-2015
3792,Low,$0.05,$279.48,$35.00,1314,Repeat Customer,Keith Marsh,Regular Air,Home Office,Office Supplies,Storage & Organization,Large Box,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",0.8,-0.032909502,United States,West,California,Los Angeles,90058,42009,January,2015,42009,-$274.95,31,"$8,354.73",27013,#REF!,January-2015
21791,Low,$0.05,$80.98,$35.00,1316,Repeat Customer,Marion Lindsey,Regular Air,Home Office,Office Supplies,Storage & Organization,Large Box,Carina Double Wide Media Storage Towers in Natural & Black,0.81,-1.170408931,United States,West,Colorado,Commerce City,80022,42009,January,2015,42013,-$746.44,8,$637.76,87603,#REF!,January-2015
21792,Low,$0.05,$279.48,$35.00,1316,Repeat Customer,Marion Lindsey,Regular Air,Home Office,Office Supplies,Storage & Organization,Large Box,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",0.8,-0.12752428,United States,West,Colorado,Commerce City,80022,42009,January,2015,42009,-$274.95,8,"$2,156.06",87603,#REF!,January-2015
22555,Not Specified,$0.08,$243.98,$43.32,2151,Repeat Customer,Melinda Rogers,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",0.55,-0.654333708,United States,Central,Iowa,Dubuque,52001,42009,January,2015,42010,-$162.82,1,$248.84,90404,#REF!,January-2015
18164,High,$0.03,$28.48,$1.99,2206,Repeat Customer,Bobby Powell,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Memorex 4.7GB DVD+RW, 3/Pack",0.4,-0.638740271,United States,Central,Iowa,Fort Dodge,50501,42009,January,2015,42010,-$35.29,2,$55.25,86258,#REF!,January-2015
18165,High,$0.01,$205.99,$5.99,2206,Repeat Customer,Bobby Powell,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,3285,0.59,-0.135850659,United States,Central,Iowa,Fort Dodge,50501,42009,January,2015,42011,-$74.88,3,$551.22,86258,#REF!,January-2015
21981,Critical,$0.01,$194.30,$11.54,2630,Repeat Customer,Betsy Puckett,Regular Air,Small Business,Furniture,Office Furnishings,Large Box,Electrix Halogen Magnifier Lamp,0.59,0.69,United States,Central,Oklahoma,Norman,73071,42009,January,2015,42011,$690.18,5,"$1,000.26",85914,#REF!,January-2015
21982,Critical,$0.02,$209.84,$21.21,2630,Repeat Customer,Betsy Puckett,Regular Air,Small Business,Furniture,Office Furnishings,Large Box,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,0.59,0.69,United States,Central,Oklahoma,Norman,73071,42009,January,2015,42010,"$1,507.64",10,"$2,184.99",85914,#REF!,January-2015
21983,Critical,$0.00,$145.45,$17.85,2630,Repeat Customer,Betsy Puckett,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Drum,Panasonic KX-P1150 Dot Matrix Printer,0.56,0.673058093,United States,Central,Oklahoma,Norman,73071,42009,January,2015,42011,$801.75,8,"$1,191.20",85914,#REF!,January-2015
25352,High,$0.08,$120.97,$26.30,3125,One-Time Customer,Guy McDonald,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Canon S750 Color Inkjet Printer,0.38,-1.001116054,United States,Central,Illinois,Mount Prospect,60056,42009,January,2015,42011,-$233.84,2,$233.58,87285,#REF!,January-2015
21588,Medium,$0.09,$5.98,$4.69,3331,Repeat Customer,Elisabeth Shaw,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Perma STOR-ALL™ Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",0.68,-11.8623265,United States,South,Florida,Ormond Beach,32174,42009,January,2015,42010,-$781.13,11,$65.85,86283,#REF!,January-2015
23605,Medium,$0.01,$10.06,$2.06,211,Repeat Customer,Anna Wood,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,Riverleaf Stik-Withit® Designer Note Cubes®,0.39,0.358018868,United States,East,New York,Utica,13501,42010,January,2015,42012,$7.59,2,$21.20,85964,#REF!,January-2015
23606,Medium,$0.00,$65.99,$5.92,211,Repeat Customer,Anna Wood,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,252,0.55,-0.62304985,United States,East,New York,Utica,13501,42010,January,2015,42012,-$107.99,3,$173.32,85964,#REF!,January-2015
24773,Low,$0.02,$100.98,$35.84,783,One-Time Customer,Carlos Byrd,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",0.62,-0.219372673,United States,East,Connecticut,Bristol,6010,42010,January,2015,42010,-$134.91,6,$614.99,90961,#REF!,January-2015
20001,Not Specified,$0.01,$150.98,$30.00,799,Repeat Customer,Lee McKenna Gregory,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Novimex Swivel Fabric Task Chair,0.74,0.137076143,United States,South,South Carolina,Hilton Head Island,29915,42010,January,2015,42012,$131.38,6,$958.46,89909,#REF!,January-2015
20002,Not Specified,$0.01,$28.28,$13.99,799,Repeat Customer,Lee McKenna Gregory,Express Air,Consumer,Office Supplies,Storage & Organization,Medium Box,Eldon Portable Mobile Manager,0.58,-0.242088711,United States,South,South Carolina,Hilton Head Island,29915,42010,January,2015,42012,-$89.29,12,$368.84,89909,#REF!,January-2015
20003,Not Specified,$0.03,$35.99,$1.10,799,Repeat Customer,Lee McKenna Gregory,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,Accessory35,0.55,-6.838496436,United States,South,South Carolina,Hilton Head Island,29915,42010,January,2015,42011,-$211.04,1,$30.86,89909,#REF!,January-2015
21283,High,$0.03,$3.28,$3.97,1782,One-Time Customer,Lawrence Dennis,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 342,0.56,-3.693756614,United States,West,California,San Clemente,92672,42010,January,2015,42012,-$90.76,7,$24.57,89856,#REF!,January-2015
21284,Critical,$0.04,$880.98,$44.55,1793,One-Time Customer,Derek Jernigan,Delivery Truck,Home Office,Furniture,Bookcases,Jumbo Box,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",0.62,-1.966804517,United States,Central,Illinois,Galesburg,61401,42010,January,2015,42011,"-$13,706.46",8,"$6,968.90",87853,#REF!,January-2015
21383,Low,$0.05,$7.10,$6.05,1828,Repeat Customer,Stacey Lucas,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"Wilson Jones Hanging View Binder, White, 1""",0.39,-1.002534904,United States,Central,Iowa,Cedar Falls,50613,42010,January,2015,42010,-$101.25,14,$100.99,86960,#REF!,January-2015
21384,Low,$0.04,$20.95,$4.00,1828,Repeat Customer,Stacey Lucas,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,"Fellowes Basic 104-Key Keyboard, Platinum",0.6,-0.013233845,United States,Central,Iowa,Cedar Falls,50613,42010,January,2015,42015,-$1.88,7,$142.06,86960,#REF!,January-2015
21385,Low,$0.05,$39.06,$10.55,1829,Repeat Customer,Suzanne Cochran,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Recycled Linen-Style Covers,0.37,0.69,United States,Central,Iowa,Cedar Rapids,52402,42010,January,2015,42017,$250.98,9,$363.74,86960,#REF!,January-2015
21386,Low,$0.04,$3.52,$6.83,1829,Repeat Customer,Suzanne Cochran,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Self-Adhesive Ring Binder Labels,0.38,-3.625423729,United States,Central,Iowa,Cedar Rapids,52402,42010,January,2015,42019,-$57.75,4,$15.93,86960,#REF!,January-2015
21387,Low,$0.02,$15.51,$17.78,1829,Repeat Customer,Suzanne Cochran,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Tenex File Box, Personal Filing Tote with Lid, Black",0.59,-2.254229323,United States,Central,Iowa,Cedar Rapids,52402,42010,January,2015,42017,-$47.97,1,$21.28,86960,#REF!,January-2015
24793,Not Specified,$0.01,$6.68,$4.91,1950,One-Time Customer,Leslie Shannon,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1986,0.37,-0.30335097,United States,West,Montana,Butte,59750,42010,January,2015,42012,-$15.48,7,$51.03,90414,#REF!,January-2015
23795,Low,$0.05,$20.34,$35.00,2146,One-Time Customer,Courtney Boyd,Regular Air,Corporate,Office Supplies,Storage & Organization,Large Box,Tennsco Commercial Shelving,0.84,0.995397963,United States,South,Virginia,Fairfax,20151,42010,January,2015,42014,$52.78,2,$53.02,87071,#REF!,January-2015
21334,Not Specified,$0.00,$42.98,$4.62,2290,Repeat Customer,Glen Robertson,Regular Air,Home Office,Office Supplies,Appliances,Small Box,Belkin F9M820V08 8 Outlet Surge,0.56,0.69,United States,Central,Minnesota,Coon Rapids,55433,42010,January,2015,42012,$385.30,12,$558.41,88163,#REF!,January-2015
21335,Not Specified,$0.03,$21.78,$5.94,2290,Repeat Customer,Glen Robertson,Regular Air,Home Office,Office Supplies,Appliances,Medium Box,Holmes HEPA Air Purifier,0.5,0.64502791,United States,Central,Minnesota,Coon Rapids,55433,42010,January,2015,42012,$187.20,13,$290.22,88163,#REF!,January-2015
